rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_intensity,soil_moisture,river_level,river_level_change,elevation,slope,distance_to_river,historical_flood_frequency,flood_label
28.5,65.17,97.02,174.16,26.25,66.8,3.36,0.42,2991.9,49.9,9.55,0.287,0
13.79,20.38,47.14,61.43,12.55,42.99,1.52,-0.1,877.2,27.2,5.64,0.612,0
4.32,16.14,34.1,111.56,3.05,45.21,1.57,-0.19,1677.9,35.8,4.41,0.604,0
30.47,86.83,136.44,246.33,36.12,88.64,4.4,1.22,897.0,28.3,3.9,0.669,1
60.13,77.11,134.12,276.8,62.91,76.71,3.29,1.21,1077.8,19.1,4.13,0.642,1
23.17,43.36,47.18,71.5,29.3,49.43,2.17,0.14,3149.4,49.9,8.94,0.343,0
15.73,39.03,66.98,211.39,14.7,82.06,2.77,0.12,1872.2,37.6,8.9,0.375,0
49.48,110.5,194.72,278.98,47.39,80.51,5.97,1.6,1814.5,39.4,5.18,0.556,1
6.55,10.0,24.56,32.87,8.43,44.87,1.85,-0.17,2600.8,44.0,9.91,0.315,0
19.54,66.77,129.02,183.41,19.31,60.93,3.65,0.07,2795.0,47.0,15.33,0.163,0
3.98,24.5,41.79,102.16,4.34,70.78,1.86,-0.33,561.2,18.9,4.13,0.656,0
8.76,17.52,22.55,69.25,7.65,39.76,1.56,-0.2,3036.3,52.8,11.93,0.154,0
25.14,44.74,76.52,92.65,27.91,45.54,2.05,0.13,859.4,25.1,4.29,0.735,0
8.03,13.31,19.21,25.7,10.31,53.73,1.52,-0.16,479.9,21.2,2.26,0.769,0
21.25,25.66,30.04,70.35,21.27,64.1,1.95,0.33,844.2,29.3,3.79,0.704,0
14.09,21.61,27.35,45.24,17.32,58.01,1.95,0.06,499.8,27.6,3.67,0.773,0
10.02,13.89,21.35,30.26,9.87,52.43,1.79,0.04,1184.9,26.2,3.22,0.728,0
5.48,6.4,16.26,22.35,6.5,54.12,1.75,-0.24,1312.3,27.2,5.87,0.596,0
1.4,3.36,6.07,8.26,1.04,31.58,1.22,-0.33,517.1,20.0,1.74,0.815,0
8.74,11.56,17.64,76.26,7.1,45.27,1.74,-0.26,1498.7,34.1,4.18,0.559,0
16.96,23.75,99.25,256.62,18.99,68.66,2.88,0.12,1873.2,37.2,5.68,0.49,0
26.46,45.36,82.62,97.08,29.02,64.58,2.84,0.42,3045.5,48.9,8.25,0.294,0
26.39,62.68,134.48,189.43,24.3,81.08,4.88,0.62,2215.1,46.2,10.94,0.39,0
38.78,43.24,54.73,124.61,28.36,49.52,1.99,-0.02,578.6,22.1,3.66,0.697,0
28.25,60.73,105.13,153.38,25.37,71.85,3.09,0.42,1679.5,34.6,5.95,0.593,0
41.24,71.66,126.28,219.5,46.51,76.28,4.59,1.57,2440.8,42.6,7.42,0.428,1
5.86,36.78,45.83,126.49,5.32,44.94,1.81,-0.11,1105.3,32.6,4.75,0.623,0
27.69,40.09,84.5,160.81,25.03,73.26,2.96,0.5,1195.5,23.2,5.89,0.485,0
11.98,24.61,42.46,54.12,14.06,52.61,1.69,0.08,2979.2,35.6,8.83,0.285,0
4.08,7.35,12.06,20.5,5.24,39.71,1.95,-0.13,828.0,19.8,5.2,0.669,0
81.77,128.73,165.6,324.33,84.94,67.98,4.23,2.53,3044.4,50.9,12.06,0.129,1
4.47,10.75,12.59,18.67,5.55,23.57,1.41,-0.29,491.9,19.2,2.28,0.712,0
51.7,79.35,96.96,237.19,53.46,75.11,3.42,1.35,2311.5,37.8,9.77,0.341,1
6.44,16.02,26.2,65.57,5.43,62.89,1.92,-0.15,2371.7,41.6,6.85,0.412,0
41.81,65.27,124.68,201.73,40.1,82.73,4.45,1.14,1698.5,36.0,6.69,0.492,1
9.1,39.4,47.78,122.13,10.48,67.92,2.79,-0.14,2699.8,50.8,7.11,0.422,0
9.96,21.51,72.12,136.01,8.16,69.57,2.64,-0.09,1793.5,35.3,7.73,0.408,0
20.1,25.86,47.1,56.63,19.58,65.17,2.5,0.06,1834.7,27.3,4.88,0.531,0
16.02,23.83,49.09,102.42,16.51,57.81,2.23,-0.05,2167.1,37.1,5.67,0.483,0
34.62,51.76,75.6,86.27,35.24,42.06,1.6,-0.01,1737.5,27.8,5.21,0.554,0
9.46,14.84,19.8,43.72,9.61,58.09,1.49,-0.26,668.5,24.9,3.56,0.779,0
32.84,63.5,91.18,121.55,28.88,49.24,2.14,0.29,773.9,30.2,2.55,0.757,0
29.77,61.92,98.01,199.61,37.11,71.59,2.94,0.69,437.7,24.1,3.29,0.689,1
3.85,10.63,22.45,44.74,3.17,59.2,1.92,-0.43,487.7,14.3,2.07,0.724,0
3.57,6.03,15.23,18.03,3.91,41.56,1.54,-0.18,749.1,23.6,3.05,0.681,0
19.55,93.02,131.45,195.32,14.58,84.08,4.41,0.22,1734.6,34.4,7.47,0.614,0
5.14,5.9,13.37,34.28,4.39,32.87,1.4,-0.23,1498.4,28.1,6.34,0.565,0
46.25,70.13,116.28,243.73,40.34,67.49,3.55,0.9,2604.6,44.8,7.77,0.484,1
23.17,27.65,119.5,267.95,22.88,79.47,3.58,0.57,845.9,26.4,2.72,0.733,0
29.44,49.6,72.11,101.38,25.42,57.52,2.01,0.47,2464.8,45.3,8.84,0.384,0
51.82,85.66,140.58,185.4,55.7,73.56,4.51,1.79,2633.8,46.8,7.01,0.324,1
44.76,52.26,64.02,182.97,34.61,78.85,2.7,0.92,1593.2,32.4,4.76,0.579,1
21.23,26.78,32.25,40.07,21.69,30.38,1.97,-0.31,2818.4,46.3,7.31,0.364,0
1.16,5.01,10.3,17.48,1.22,19.73,1.46,-0.25,1646.2,34.6,5.28,0.477,0
8.98,22.87,44.76,100.23,8.92,41.86,1.57,-0.27,1095.3,25.0,3.72,0.645,0
25.3,28.72,33.42,45.86,21.24,50.41,1.88,0.02,729.4,18.2,4.75,0.764,0
9.24,36.59,47.41,118.24,10.79,44.48,1.81,-0.13,792.5,22.5,2.67,0.738,0
57.71,107.98,173.93,278.83,64.38,61.25,3.57,1.32,2440.7,41.4,8.17,0.395,1
5.66,9.84,19.26,36.3,4.86,27.78,1.19,-0.21,1730.4,29.6,5.2,0.513,0
31.64,53.55,68.18,112.39,35.91,70.86,2.34,0.48,1536.7,29.6,4.12,0.676,0
54.21,71.28,83.87,211.59,65.12,79.78,3.36,2.37,3134.6,45.2,8.7,0.318,1
50.24,64.26,111.13,272.18,37.35,72.45,3.37,0.87,1395.5,26.5,5.06,0.547,0
3.07,5.3,6.21,8.36,2.66,15.18,1.24,-0.18,2038.5,43.7,6.32,0.433,0
20.77,27.03,47.11,189.09,24.57,59.62,2.84,0.4,1482.5,47.1,5.67,0.536,0
61.79,72.21,85.92,146.86,77.61,62.09,2.93,2.17,3191.5,58.0,9.42,0.156,1
15.08,16.9,31.11,73.04,13.13,35.46,1.99,-0.02,2624.0,35.2,8.7,0.277,0
2.53,14.65,28.44,36.03,2.13,46.3,1.75,-0.22,2154.0,40.4,7.58,0.428,0
17.2,23.04,52.1,94.36,22.12,52.63,2.18,0.08,2263.8,44.6,10.62,0.334,0
2.95,9.88,21.26,52.79,3.57,35.06,1.85,-0.43,565.2,20.8,1.76,0.844,0
4.59,12.98,26.81,66.05,4.06,48.27,1.57,-0.4,784.9,20.2,3.41,0.736,0
14.46,28.73,82.88,144.59,17.0,56.43,2.49,0.01,1217.9,30.3,3.48,0.731,0
12.08,29.61,34.42,47.71,13.83,43.69,1.49,-0.0,959.9,27.8,4.7,0.723,0
1.18,4.42,8.53,18.55,1.4,28.13,1.47,-0.34,669.7,18.1,1.93,0.73,0
3.41,5.22,12.66,48.01,2.5,64.15,1.92,-0.19,725.6,17.5,6.99,0.656,0
10.12,14.74,55.49,88.72,9.75,65.07,2.34,0.08,1575.9,35.8,8.98,0.364,0
7.86,48.72,97.93,175.81,6.95,65.52,2.75,-0.24,1407.9,27.6,4.5,0.707,0
2.02,8.12,19.61,22.42,1.94,35.29,1.53,-0.19,1742.8,32.0,7.2,0.41,0
11.95,18.73,85.87,156.0,9.39,61.53,2.4,0.04,847.5,30.4,2.42,0.74,0
24.63,35.91,39.82,53.15,31.97,47.26,1.99,0.21,2589.3,42.6,6.91,0.386,0
39.64,101.0,205.92,382.49,34.88,68.58,4.51,0.65,486.8,32.9,4.34,0.633,1
23.75,57.17,69.65,109.94,19.08,76.61,2.29,0.23,938.0,22.4,3.38,0.677,0
90.38,124.82,166.76,282.31,64.11,83.79,4.73,1.9,1123.5,27.2,4.84,0.64,1
13.13,35.45,44.49,91.82,10.12,42.48,1.76,-0.38,640.1,26.6,3.89,0.779,0
3.48,18.43,44.67,76.13,3.5,59.4,1.92,-0.35,723.4,31.7,8.34,0.487,0
13.11,15.22,58.11,115.53,11.46,44.47,2.18,0.07,3018.3,56.9,7.95,0.34,0
58.33,96.58,112.69,211.85,43.16,71.62,3.26,1.04,1537.3,32.1,4.98,0.577,1
1.65,3.32,4.19,9.27,1.83,46.57,1.93,-0.29,1219.9,26.9,3.6,0.694,0
35.51,61.82,115.92,171.31,33.31,48.24,2.67,0.33,2192.5,43.2,6.84,0.325,0
13.28,43.16,62.65,111.72,13.74,68.76,2.28,0.22,914.6,31.1,3.01,0.771,0
53.77,60.58,119.64,172.44,47.2,73.37,3.45,1.0,1070.0,28.1,3.14,0.637,0
4.25,5.48,16.24,28.32,4.21,37.39,1.84,-0.4,2981.1,44.3,9.52,0.264,0
1.23,1.69,2.59,4.75,1.22,35.23,1.55,-0.13,2573.6,41.8,7.42,0.442,0
4.77,15.84,25.46,33.52,4.34,45.19,1.62,-0.37,1457.9,23.1,4.6,0.588,0
28.33,39.19,50.67,110.07,26.33,58.86,1.73,0.29,1875.6,50.2,6.54,0.489,0
7.24,20.22,24.9,36.84,8.14,32.17,1.52,-0.38,792.1,28.7,5.78,0.592,0
8.58,12.23,31.67,49.01,6.87,56.43,1.76,-0.2,484.1,16.9,3.29,0.757,0
65.89,104.32,159.65,230.38,79.61,80.36,5.31,3.21,2859.0,46.9,7.71,0.329,1
66.26,70.75,143.53,254.44,53.46,69.94,3.83,1.21,1833.0,37.1,5.81,0.49,1
40.21,72.19,117.14,206.81,46.8,72.32,3.46,1.08,1647.6,34.5,5.23,0.583,1
11.36,43.47,94.73,150.58,14.11,64.62,2.8,0.08,1390.6,33.1,10.56,0.388,0
29.24,77.84,105.69,119.26,29.22,68.79,3.33,0.69,1797.1,37.7,5.91,0.558,0
18.53,27.55,37.2,67.99,18.56,45.2,1.78,0.01,1579.5,35.3,5.22,0.646,0
74.17,95.66,117.68,233.59,55.53,88.92,3.9,1.91,986.3,31.3,4.01,0.575,1
73.43,99.77,124.51,272.81,64.05,74.6,3.63,1.63,1906.5,36.0,5.39,0.523,1
8.42,20.0,50.24,78.25,6.41,59.24,1.88,-0.21,1692.8,35.4,6.2,0.548,0
15.59,34.13,95.05,112.53,15.05,75.31,2.99,0.18,1204.1,20.5,3.97,0.718,0
3.21,10.2,12.4,49.2,3.67,61.7,1.19,-0.4,2041.6,35.8,5.35,0.473,0
5.04,8.33,13.1,25.35,4.42,23.79,1.37,-0.34,3122.1,45.6,8.13,0.165,0
30.31,43.31,64.73,86.1,29.38,37.19,1.46,-0.02,1584.6,30.2,4.31,0.678,0
53.05,107.46,143.18,269.5,40.25,70.38,3.55,0.98,2503.5,39.3,7.64,0.422,1
3.93,6.31,15.56,18.53,5.09,49.2,1.54,-0.19,2634.4,41.0,10.43,0.29,0
5.7,12.48,18.0,59.17,4.0,32.1,1.63,-0.37,2293.5,45.6,6.98,0.464,0
19.68,60.9,121.58,194.54,21.61,75.32,3.29,0.36,1173.9,24.5,4.81,0.605,0
14.52,27.33,38.61,50.15,12.36,45.16,1.68,-0.35,2030.2,29.2,7.5,0.387,0
4.78,10.37,19.51,21.52,4.92,47.93,2.09,-0.22,1525.5,32.6,4.67,0.552,0
42.2,63.99,116.12,213.65,41.64,61.34,2.77,0.33,1636.9,25.8,4.62,0.486,0
11.71,12.74,17.97,41.11,14.52,61.25,1.39,-0.11,783.4,19.9,2.33,0.674,0
9.9,25.13,28.97,87.53,9.92,67.57,1.68,-0.11,1768.3,31.7,7.55,0.53,0
26.5,58.82,135.07,178.22,23.05,74.4,4.14,0.68,3176.1,55.5,13.42,0.113,0
60.91,116.99,200.84,226.04,50.57,89.19,5.43,1.67,1140.4,22.8,4.48,0.604,1
5.89,9.0,46.3,100.67,5.06,38.18,1.81,-0.3,2714.3,43.0,7.11,0.343,0
10.65,28.96,43.97,104.82,9.66,71.69,1.91,0.03,549.6,12.5,3.53,0.731,0
17.38,21.5,37.12,62.53,22.06,35.14,1.68,-0.01,995.3,25.5,5.99,0.509,0
46.21,72.15,99.13,129.28,40.24,61.34,2.69,0.69,2386.7,40.2,8.91,0.354,0
8.98,17.31,25.27,39.89,9.32,56.57,1.66,-0.33,743.1,25.8,2.1,0.652,0
9.04,37.36,70.14,95.31,9.46,61.3,2.54,0.09,1804.8,31.7,5.0,0.595,0
15.57,21.83,37.88,68.7,12.9,36.48,1.68,-0.16,2066.7,36.8,5.99,0.527,0
13.81,16.45,46.67,64.93,12.03,48.83,2.11,-0.04,2299.9,37.1,7.14,0.413,0
3.42,4.76,9.27,18.41,4.08,31.78,1.64,-0.09,1510.1,31.1,4.1,0.704,0
12.03,14.74,51.25,85.82,13.58,38.0,1.85,-0.23,2479.4,34.9,6.66,0.485,0
9.43,31.04,83.64,240.28,7.97,83.42,2.84,-0.1,1100.1,25.9,5.78,0.607,0
27.54,74.77,135.86,244.37,26.51,56.28,3.17,0.17,2466.7,42.0,9.64,0.318,0
22.5,41.3,57.07,88.73,20.04,34.11,2.03,-0.13,2575.6,50.1,8.79,0.377,0
13.15,19.78,30.9,65.68,12.33,42.39,1.56,-0.1,945.5,18.0,2.72,0.778,0
26.35,58.11,85.26,140.27,28.93,82.32,2.89,0.56,657.6,18.4,3.88,0.721,0
63.04,96.12,176.46,235.29,71.75,72.53,4.13,1.63,1715.2,29.1,5.28,0.545,1
4.95,7.56,13.78,40.78,3.6,36.16,1.51,-0.42,1780.8,32.1,5.95,0.467,0
5.17,12.17,21.22,32.46,5.83,33.58,1.57,-0.4,789.9,29.4,5.95,0.611,0
2.24,3.61,5.39,12.6,2.86,21.33,1.5,-0.3,2008.9,34.8,5.29,0.601,0
4.47,5.0,16.32,28.14,3.14,32.06,1.57,-0.33,3178.8,48.1,10.03,0.3,0
8.69,25.29,48.04,81.68,6.23,66.63,2.18,-0.3,740.9,26.1,2.79,0.744,0
4.22,7.27,13.84,36.65,3.88,42.62,1.68,-0.31,1653.2,31.5,5.03,0.602,0
3.9,16.07,40.83,73.83,3.64,37.73,1.72,-0.44,2875.7,42.8,7.76,0.335,0
9.17,19.56,64.22,91.07,9.95,43.52,1.7,-0.28,1512.3,36.4,7.56,0.56,0
22.6,30.08,78.59,151.4,19.35,56.48,2.26,0.16,431.4,18.3,3.02,0.793,0
24.93,45.67,124.03,148.26,30.84,57.72,2.99,0.4,3066.9,48.0,9.76,0.36,0
43.81,85.97,157.82,257.02,32.93,57.62,2.91,0.27,1973.1,33.5,5.5,0.545,1
16.79,25.95,41.31,51.29,14.66,52.3,2.04,-0.04,1770.4,37.5,5.76,0.557,0
20.98,47.41,74.12,119.84,27.11,76.41,3.05,0.48,1827.2,30.0,4.96,0.566,0
18.6,59.45,112.41,242.91,14.07,74.67,3.74,0.16,2095.3,43.4,5.68,0.509,1
21.42,43.94,80.37,90.05,25.42,59.2,2.48,0.32,3029.0,51.1,8.86,0.35,0
38.62,76.81,83.46,181.57,27.06,73.11,2.54,0.34,510.1,18.6,1.55,0.83,1
2.96,15.55,25.75,30.44,3.82,49.26,1.75,-0.08,1412.1,33.8,5.66,0.526,0
26.3,51.25,97.6,156.87,26.52,62.19,2.63,0.15,974.4,27.9,2.72,0.706,0
23.31,26.73,35.15,127.26,30.0,64.38,1.97,0.32,1777.8,29.6,4.72,0.531,0
8.14,11.65,16.0,37.53,6.5,28.97,1.73,-0.07,2395.9,38.4,7.74,0.446,0
34.16,41.71,47.95,113.53,37.91,61.68,2.34,0.28,1388.2,24.5,3.98,0.606,0
27.42,52.51,65.06,93.87,21.06,67.8,2.65,0.25,1999.2,39.2,8.27,0.477,0
46.54,89.6,163.34,238.16,53.43,73.24,4.36,1.4,1396.9,32.3,6.31,0.633,1
48.91,71.29,103.1,223.53,54.92,74.18,3.02,0.96,539.1,22.0,3.22,0.721,1
43.63,74.39,110.28,175.63,44.4,59.63,3.15,0.83,1930.8,47.6,5.59,0.502,1
16.87,43.61,50.27,98.5,20.51,56.66,1.95,0.1,3131.0,56.0,9.16,0.319,0
9.02,22.82,33.99,57.2,7.66,56.71,1.74,-0.23,991.0,28.6,3.69,0.627,0
39.46,58.02,115.37,236.35,34.06,78.79,4.01,1.25,3189.3,46.3,10.66,0.209,0
21.23,33.74,48.89,64.29,25.58,35.63,1.95,0.05,2807.2,48.1,7.63,0.402,0
17.49,24.62,41.12,69.11,12.96,45.02,2.05,-0.27,2249.6,43.6,8.84,0.353,0
7.14,29.42,71.19,149.46,5.05,51.11,1.97,-0.12,912.4,33.6,3.72,0.706,0
2.33,8.6,32.32,65.01,2.8,46.94,1.76,-0.38,481.1,29.3,1.54,0.729,0
0.15,0.34,0.62,0.75,0.19,41.28,1.44,-0.49,2163.8,47.4,6.62,0.517,0
68.09,102.38,177.56,310.1,49.44,73.03,4.49,1.0,1863.8,31.9,4.88,0.616,1
28.79,55.05,126.28,184.98,26.55,58.64,2.75,0.42,2614.1,37.7,8.57,0.304,0
34.04,75.99,182.53,228.59,42.64,55.78,3.37,0.41,2335.9,38.3,7.27,0.362,1
44.51,78.87,104.4,116.54,57.51,62.76,3.02,0.84,1456.7,32.1,5.9,0.56,0
67.01,139.73,160.75,270.09,65.31,71.73,4.25,1.8,2899.8,39.1,8.38,0.332,1
12.91,20.75,60.99,152.68,15.92,59.72,2.47,0.08,2826.3,39.6,8.05,0.392,0
19.93,29.59,52.81,58.21,17.06,37.9,1.66,-0.22,739.8,32.9,3.21,0.706,0
17.27,39.36,46.94,73.64,19.46,54.14,1.91,0.08,3102.1,45.1,8.81,0.342,0
27.48,50.5,56.24,108.73,28.34,56.26,2.11,0.03,1168.2,22.0,3.74,0.609,0
6.71,9.8,13.56,44.17,5.6,48.68,1.06,-0.36,796.8,18.1,3.02,0.713,0
17.96,32.56,47.99,118.98,17.66,58.98,2.12,0.19,1932.7,38.8,5.66,0.499,0
7.18,15.94,30.5,42.89,5.45,62.72,1.35,-0.19,416.6,15.1,3.8,0.795,0
9.86,23.99,45.89,53.02,8.59,27.14,1.69,-0.35,2700.0,47.1,7.45,0.317,0
80.97,148.98,182.71,235.14,60.94,67.16,3.81,0.84,1086.5,23.2,4.54,0.662,1
86.55,113.86,219.75,321.23,95.69,82.11,4.98,2.58,720.6,20.6,3.12,0.752,1
29.89,44.84,85.52,98.81,32.85,69.79,2.79,0.73,1824.2,41.3,5.03,0.644,0
7.24,28.27,56.85,64.43,8.59,43.16,1.84,-0.12,1249.5,39.0,3.63,0.643,0
7.43,40.79,136.43,287.42,7.16,58.59,2.93,-0.13,1598.9,34.9,5.73,0.573,0
9.75,18.28,52.02,177.0,10.89,79.64,2.5,0.08,1024.1,21.3,4.1,0.641,0
11.28,15.74,34.67,59.71,11.3,47.15,1.98,-0.08,2659.0,53.2,7.4,0.423,0
4.46,18.2,34.04,123.57,4.2,54.58,2.18,-0.34,1463.0,32.9,4.77,0.71,0
16.8,27.88,39.99,52.8,12.78,28.97,1.69,-0.07,2921.1,37.6,9.35,0.384,0
10.81,20.35,38.56,44.95,7.71,32.28,1.81,-0.25,2668.2,53.4,7.28,0.344,0
7.54,11.76,26.97,36.0,8.79,34.41,1.52,-0.15,2032.1,35.2,7.42,0.427,0
20.85,29.45,46.42,51.13,21.02,49.45,1.87,0.14,2322.5,45.7,7.21,0.462,0
16.9,20.15,32.81,49.45,21.27,32.34,1.87,0.05,3040.8,50.0,13.95,0.162,0
2.88,5.03,11.38,25.19,2.53,47.29,1.8,-0.07,2714.9,49.2,7.05,0.489,0
38.78,50.24,63.35,158.62,38.89,77.3,2.63,1.07,1453.3,37.9,14.06,0.239,0
26.85,90.71,116.68,225.81,24.61,80.68,4.18,0.72,2301.8,43.5,5.97,0.521,1
3.85,8.58,21.04,26.49,3.11,40.0,1.32,-0.43,2932.2,46.1,8.62,0.265,0
68.57,94.42,106.9,237.56,80.48,81.46,3.94,2.67,1659.3,34.7,4.45,0.592,1
16.92,26.33,50.56,81.42,16.97,60.05,2.37,0.13,2916.9,58.0,10.17,0.354,0
4.68,20.34,39.15,83.67,4.33,59.19,2.19,-0.07,1125.4,20.2,3.35,0.721,0
17.22,32.49,38.8,95.1,19.04,60.36,2.21,-0.02,869.2,32.0,4.96,0.626,0
2.12,5.62,8.94,12.46,2.71,34.63,1.35,-0.21,2843.6,39.2,7.51,0.375,0
41.54,93.11,141.12,221.36,34.16,87.08,4.2,0.99,1085.4,26.6,4.58,0.59,1
12.0,31.26,48.43,67.81,10.82,38.53,1.5,-0.04,700.3,18.6,2.42,0.777,0
31.53,89.52,151.88,225.81,39.28,65.39,3.25,0.59,2192.9,35.9,7.07,0.411,0
62.4,68.63,103.93,187.06,45.37,59.15,1.89,0.35,592.6,12.5,2.86,0.811,1
9.98,11.76,47.61,59.68,8.07,59.68,2.07,-0.0,1978.8,36.1,7.73,0.468,0
0.59,0.7,1.88,3.56,0.74,26.55,1.43,-0.38,1786.6,38.1,4.89,0.656,0
21.49,56.46,102.17,198.66,17.99,54.11,2.53,-0.15,740.5,30.6,2.38,0.721,0
5.21,12.52,47.86,67.04,4.08,64.93,2.06,-0.14,1637.2,35.7,4.79,0.663,0
11.95,24.41,28.07,32.87,9.76,42.5,1.37,-0.12,2809.6,56.8,7.84,0.41,0
40.29,83.13,161.54,277.59,43.28,72.51,3.95,0.83,538.1,28.3,2.0,0.739,1
21.3,53.04,86.29,182.69,26.85,77.57,2.9,0.59,663.2,25.5,2.8,0.714,1
6.81,55.57,82.86,186.02,7.58,51.73,2.52,-0.31,1675.0,35.6,4.73,0.588,0
2.12,6.81,13.03,18.91,2.01,49.97,1.51,-0.11,2734.8,47.8,9.06,0.375,0
39.45,53.73,65.4,127.76,37.71,52.72,1.99,0.34,1200.5,24.0,3.84,0.601,0
51.58,105.02,130.33,245.94,49.78,82.02,4.03,1.06,1432.4,22.7,4.36,0.739,1
69.23,115.55,170.72,261.84,88.8,74.73,4.27,1.78,1154.6,21.6,4.05,0.69,1
36.41,38.78,51.31,117.38,43.79,51.74,2.02,0.31,600.5,20.6,2.35,0.783,0
29.54,49.63,85.89,115.6,35.87,72.15,3.05,0.9,3048.0,45.8,7.86,0.415,0
30.14,69.18,122.61,217.63,23.96,78.27,3.64,0.31,1567.7,27.9,6.07,0.59,0
7.36,12.8,15.72,29.4,6.23,37.78,1.61,-0.34,1218.2,31.6,5.14,0.614,0
13.71,39.69,50.34,134.26,13.73,49.43,2.12,-0.05,1984.7,43.6,5.45,0.533,0
4.27,8.12,11.07,25.2,3.75,49.89,1.34,-0.06,866.2,33.1,2.49,0.717,0
25.87,49.66,79.17,96.18,21.69,56.94,1.77,-0.01,431.3,16.9,4.25,0.735,0
14.81,29.8,84.47,189.52,17.88,86.41,2.47,0.31,457.7,13.2,2.37,0.839,0
27.73,37.91,118.74,238.7,35.9,69.01,3.86,0.77,2428.7,50.1,8.6,0.315,0
41.49,70.93,147.81,217.82,34.97,58.17,2.82,0.19,1043.7,31.1,2.93,0.757,1
34.26,91.06,202.42,227.66,34.75,63.45,4.21,0.6,847.8,29.3,3.54,0.73,1
3.43,19.69,53.09,82.97,4.22,43.21,1.67,-0.3,703.1,23.2,2.55,0.626,0
5.06,10.05,26.03,55.2,6.26,59.37,1.75,-0.27,1355.3,37.6,4.23,0.685,0
19.06,36.65,72.2,117.52,16.86,63.24,2.8,0.0,3185.7,51.8,10.23,0.203,0
22.86,34.34,57.91,77.09,21.67,45.35,1.99,-0.1,3138.0,50.5,8.55,0.359,0
91.6,96.19,201.05,335.3,96.95,67.08,3.21,1.48,580.4,13.5,2.62,0.835,1
16.85,42.74,60.02,72.51,12.24,40.59,2.01,-0.32,1691.8,25.5,6.31,0.482,0
69.37,122.49,197.19,349.46,77.8,90.09,5.87,2.69,2060.3,26.4,6.77,0.472,1
11.57,16.66,21.49,24.55,10.39,37.74,1.66,-0.05,1435.4,24.5,6.76,0.482,0
2.49,14.41,20.36,26.45,2.42,26.44,1.48,-0.16,2833.6,42.8,8.98,0.196,0
35.83,47.76,81.97,136.68,38.77,67.37,3.11,0.94,2111.3,41.0,5.7,0.402,1
53.31,73.88,117.11,251.8,58.68,88.83,3.24,1.28,850.1,15.8,2.86,0.653,1
27.82,78.61,146.6,257.79,30.05,66.64,3.5,0.46,1708.6,37.9,5.65,0.571,0
16.35,43.96,61.25,167.66,17.13,85.03,2.64,0.35,1065.9,19.9,2.93,0.686,0
5.08,10.39,14.36,22.57,3.96,38.11,1.6,-0.15,2272.9,35.8,6.25,0.448,0
6.54,25.04,44.47,82.63,6.76,48.19,2.05,-0.25,590.8,25.5,8.84,0.622,0
3.76,17.34,24.37,42.82,3.48,55.36,1.74,-0.2,1105.9,28.8,2.98,0.641,0
88.7,153.03,191.73,219.88,95.67,66.93,3.88,1.95,734.3,23.2,2.85,0.804,1
14.33,50.05,104.86,188.91,13.04,54.26,2.92,-0.12,3051.5,45.5,7.95,0.398,0
2.85,10.84,18.78,23.01,3.29,29.82,1.42,-0.22,2552.7,44.1,6.82,0.346,0
39.69,49.26,54.82,163.97,31.01,74.89,2.21,0.64,1018.3,21.8,2.97,0.697,0
7.39,9.78,15.58,36.06,7.49,41.19,1.73,-0.18,892.2,28.4,5.95,0.677,0
12.15,20.46,28.31,55.02,9.87,33.36,1.99,-0.34,432.7,19.5,1.3,0.784,0
13.56,22.02,62.84,78.59,15.86,69.71,2.3,-0.06,584.5,17.0,5.2,0.615,0
9.0,16.04,51.89,106.43,9.77,63.86,2.37,-0.19,3106.3,46.1,9.51,0.16,0
22.56,38.77,45.84,84.69,17.78,63.45,2.03,0.24,2508.1,43.2,8.11,0.422,0
47.0,103.28,193.34,375.58,59.7,75.38,4.68,1.63,1081.7,28.4,3.61,0.671,1
63.07,69.67,86.29,222.08,51.81,57.76,2.86,0.98,2942.9,49.7,10.41,0.328,1
47.5,51.66,65.39,85.29,33.72,62.8,2.3,0.53,1479.7,30.3,7.7,0.512,0
28.56,80.62,148.44,209.97,27.0,73.04,4.52,0.89,2829.6,51.7,13.91,0.188,1
50.58,90.12,147.64,162.42,57.15,72.42,3.65,1.21,1664.2,25.0,8.13,0.52,1
8.41,29.22,41.62,95.08,10.53,37.6,1.66,-0.06,1986.3,45.5,6.21,0.472,0
27.8,48.17,75.0,174.99,23.31,82.37,2.63,0.23,994.7,21.0,2.72,0.65,0
15.58,17.63,30.43,46.12,15.23,62.02,1.7,0.11,790.1,14.8,3.25,0.767,0
7.59,9.11,14.5,32.29,5.49,35.42,1.82,-0.38,2023.3,37.1,5.95,0.51,0
11.33,35.75,76.02,152.17,13.22,62.05,2.34,0.06,1229.2,33.2,3.99,0.639,0
47.85,74.49,100.03,125.81,56.25,58.0,2.55,0.55,827.5,26.0,4.35,0.746,0
82.18,92.53,189.15,326.05,86.79,78.42,5.02,2.77,2121.0,34.3,7.51,0.359,1
5.48,40.65,102.29,127.7,5.1,60.19,2.48,-0.21,934.7,20.5,2.66,0.747,0
34.25,59.08,145.09,216.59,40.1,56.35,2.6,0.35,1609.7,30.6,8.94,0.465,1
3.04,4.75,9.25,17.01,3.72,20.74,1.4,-0.47,2843.4,43.9,8.17,0.314,0
